0#NO AUTHOR
189#Edmund Venables
190#John R. Musick,
191#E. Phillips Oppenheim
192#Horace Annesley Vachell
193#J.S. Fletcher
194#Earl Wayland Bowman
195#J. Sheridan Le Fanu
196#John Stuart Mill
197#Charles Garvice
198#Philip P. Wells
199#Victor Hugo
200#J. E. Howard
201#Thomas Bull, M.D.
202#Thomas Clarkson
203#John R. Musick
204#William J. Long
205#David Livingstone
206#Stanley Waterloo
207#Henry Hawkins Brampton
208#Edgar A. Guest
209#Henry van Dyke
210#Peter T. Harkness
211#Burton E. Stevenson
212#Elizabeth McCracken
213#Franklin Delano Roosevelt
214#Daniel Drayton
215#Frederic Stewart Isham
216#E. Ernest Bilbrough
217#William MacLeod Raine
218#John Rushworth Jellicoe
219#Charles Norris Williamson
220#Elbert Hubbard
221#Bob Evans
222#George Henry Lewes
223#John Galt
224#Talbot Mundy
225#Zona Gale
226#Joseph McCabe
227#Lucian
228#Louis Hughes
229#Nora Perry
230#Mary Baker Eddy
231#Isabel Ecclestone Mackay
232#Karl Stephen Herrman
233#Arthur Train
234#Robert W. Chambers
235#J. S. Fletcher
236#Robert Lansing
237#Arthur Conan Doyle
238#Richard Le Gallienne
239#Homer Greene
240#Mrs. Henry De La Pasture
241#Albert F. Blaisdell
242#Mrs. Lawrence Turnbull
243#Gustave Flaubert
244#W. B. Yeats
245#Herbert George Wells
246#A C and F T Gregory
247#Ethel Cook Eliot
248#Laura Lee Hope
249#Frances Hodgson Burnett
250#L. Leslie Brooke
251#Wace
252#William Patterson White
253#Bennet Copplestone
254#R. Austin Freeman
255#John Lord
256#Atticus
257#William A. Alcott
258#Selected and Edited by C. Alphonso Smith
259#Elihu Root
260#Edited by Professor Arber and Thomas Seccombe
261#Martha Summerhayes
262#Henry Wadsworth Longfellow
263#Leland Powers
264#Mrs. J. R. Green
265#Katrina Trask
266#Jane Austen
267#George Bernard Shaw
268#Kenneth McGaffey
269#Ethel May Dell
270#Thomas Carlyle
271#William Jefferson Clinton
272#Victor Bridges
273#R. Cadwallader Smith
274#Pat O'Cotter
275#Helen Hunt Jackson
276#E. E. Adams
277#John Hay
278#The American Tract Society
279#Anonymous, given as "W. M."
280#F. Marion Crawford
281#Joseph Conrad
282#John Pierpont
283#George A. Birmingham
284#Theo. Stephenson Browne
285#Augusta Stevenson
286#Ethlyn T. Clough
287#Henryk Sienkiewicz,
288#Arthur Thomas Quiller-Couch
289#Lydia Maria Francis Child
290#P. G. Wodehouse
291#Charles Duke Yonge
292#Baroness Orczy
293#John Esten Cooke
294#W.W. Jacobs
295#David Hume
296#John Luther Langworthy
297#Vance Barnum
298#Enrico Ferri
299#Alice Bradley
300#Thomas Colley Grattan
301#Charles Amory Beach
302#Guy Boothby
303#Lewis Melville
304#H. Clay Trumbull
305#David Grayson
306#Selected by Frederic Knowles
307#Theophilus Cibber
308#Roy J. Snell
309#Edgar Rice Burroughs
310#Robert Kerr
311#Edmund Spenser
312#William George Laurence Beynon
313#(Illustrated by Blanche Fisher Wright)
314#Arthur Cosslett Smith
315#James, Eighth Earl of Elgin
316#Hubert D. Henderson
317#Brooks Adams
318#John Locke
319#John Benwell
320#Beaumont and Fletcher
321#T.S. Stribling
322#Susan Glaspell
323#Algernon Blackwood
324#Annie E. Keeling
325#Spenser Wilkinson
326#Frances Ridley Havergal
327#Reuben P. Halleck
328#Florence Daniel
329#Leigh Hunt
330#Marco Polo and Rustichello of Pisa
331#Count Agenor de Gasparin
332#George H. Heffner
333#Compiled by Grenville Kleiser
334#Ralph Adams Cram
335#Arthur Mee, J. A. Hammerton, Eds.
336#George Biddell Airy
337#Caius Julius Caesar
338#Arnold Bennett
339#Henry Francis Cary
340#Epictetus
341#Robinson [and] Overton, ed. and translation.
342#Percival Christopher Wren
343#Ulysses S. Grant
344#Ernest Alfred Vizetelly
345#Erasmus Darwin
346#Caxton
347#Richard Hakluyt
348#Harry D. Kitson
349#Alpha of the Plough (Alfred George Gardiner)
350#Jose Rizal
351#Thaddeus Mason Harris
352#John Bagnell Bury
353#Hildegard G. Frey
354#Old Sleuth (Harlan P. Halsey)
355#Kossuth
356#Edward Law (Lord Ellenborough)
357#Admiral Sir Cyprian Bridge
358#Thomas Hardy
359#John Lingard and Hilaire Belloc
360#Theodor Mommsen
361#William J. Locke
362#Thomas de Quincey
363#M.P. Shiel
364#John A. Hobson
365#Herman Melville
366#William C. Bullitt
367#Arthur Schopenhauer
368#Lascelles Abercrombie
369#Pindar
370#Alexander Ostrovsky
371#Harriet Beecher Stowe
372#Horatio Alger, Jr.
373#Ralph Chaplin
374#Jane H. Newell
375#Frank Barrett
376#Mrs. O. F. Walton
377#James T. McCleary
378#John Fox, Jr.
379#Rufus Merrill
380#Gladys M. Draycott
381#James Allen
382#Oliver Spafford
383#J. Meade Falkner
384#Elizabeth Stuart Phelps
385#Edmond Rostand
386#Arthur Mee and J.A. Hammerton, Eds.
387#Virna Sheard
388#E. L. Lomax
389#Douglas Rushkoff
390#A. E. W. Mason
391#Ernest Bramah
392#Bradford Torrey
393#Robert Louis Stevenson
394#George Eliot
395#Joseph Morris
396#James O. Brayman
397#J. M. Barrie
398#E. V. Lucas
399#Tomas de Comyn
400#John Maurice Miller
401#Hiram Bingham
402#Thomas E. Willson
403#Victor Appleton
404#Amy LeFeuvre
405#Sara D. Jenkins
406#Joseph A. Altsheler
407#Grace Denio Litchfield
408#Laurence Sterne
409#Mary Eastman
410#Gordon Home
411#John R. Bolles
412#Grace & Philip Wharton
413#Irvin S. Cobb
414#Samuel Richardson
415#Jonathan Swift
416#Democritus Junior
417#Samuel Taylor Coleridge
418#Eliza Fowler Haywood
419#Jonathan Steadfast
420#Lord Dunsany
421#The Consumers' League of New York
422#Members of the Oxford Faculty of Modern History
423#Nikolai Vasilievich Gogol
424#Samuel Woodworth Cozzens
425#Brothers of the Christian Schools
426#Mary Stuart Boyd
427#Gustavo Adolfo Becquer
428#James D. Richardson
429#Alfred Crowquill
430#May Sinclair
431#James Inglis
432#Le Gallienne, Richard
433#Niccolo Machiavelli
434#Titus Livius
435#Henry W. Hewet
436#Edward Howard Griggs
437#James Johnson
438#Ernest Favenc
439#Arthur Kitson
440#Robert M. Yerkes
441#Thomas A. Wise
442#Frederic William Farrar
443#Francis Beaumont and John Fletcher
444#Ferna Vale
445#Mrs. O.F. Walton
446#A. D. Webster
447#Teachers of the School Street Universalist Sunday School, Boston
448#Alfred Russel Wallace
449#Charles John Griffiths
450#James Cox
451#Edited by James D. Richardson
452#Bernadin de Saint-Pierre
453#A.H. Beesley
454#John Leighton
455#James Francis Dwyer
456#W.D. Fellowes
457#William Archer
458#Anna Catherine Emmerich
459#Rolland, Romain
460#Wadsworth Camp
461#Lewis Roth
462#Gelett Burgess
463#Edgcumbe Staley
464#Harvey Riley
465#Editor
466#Ernest Thompson Seton
467#Amy Le Feuvre
468#E. F. Benson
469#Samuel Smiles
470#George Frisbie Whicher
471#Egerton R. Young
472#H. Rider Haggard
473#Ebenezer Davies
474#O. Douglas
475#Edna St. Vincent Millay
476#Annie Hamilton Donnell
477#Theodora R. Jenness
478#Burt L. Standish (AKA Gilbert Patten)
479#M. E. Braddon
480#War Department
481#Uncle Philip
482#Mosiah Hall
483#Horace Green
484#Editors
485#Bayard Taylor
486#Maharanee Sunity Devee
487#Robert Michael Ballantyne
488#Frederick Palmer
489#Selma Lagerloef
490#Margaret Burnham
491#Saint Mochuda
492#Major W. E Frye
493#Christopher Marlowe
494#Paul Lacroix
495#Stewart Edward White
496#Jacques Futrelle
497#Samuel Hopkins Adams
498#W.E. Aytoun
499#S.C. Hill
500#Frank Richard Stockton
501#William Sanday
502#John Morley (AKA Viscount Morley)
503#Rupert Hughes
504#Jeanie Gould Lincoln
505#Elinor Glyn
506#Tenney Frank
507#Mrs. Lambert Chambers
508#E.H. Aitken, (AKA Edward Hamilton)
509#Hector France
510#Fritz Kreisler
511#Carter G. Woodson
512#Katharine Symonds Furse
513#D.L. Murray
514#John Ward
515#Harry De Windt
516#Katharine Newlin Burt
517#Booth Tarkington
518#Knut Hamsun
519#Samuel Wilderspin
520#Charles Waddell Chesnutt
521#Frederick Ferdinand Moore
522#Robert Leighton
523#Jacob Abbott
524#Mrs. David Osborne
525#Lewis Carroll
526#Gene Stratton-Porter
527#Richard McGowan
528#Anthony Hope
529#Henry Fielding
530#Daniel Defoe
531#U.S. Census of Population and Housing
532#Saxo Grammaticus ("Saxo the Learned")
533#Sinclair Lewis
534#Upton Sinclair
535#Sax Rohmer
536#Sara Jeanette Duncan
537#Xenophon
538#Electronic Frontier Foundation
539#John William Draper
540#Alice Meynell
541#Honore de Balzac
542#William Congreve
543#Louis de Rougemont
544#Thomas Alexander Browne, AKA Rolf Boldrewood
545#Charles Dodgson, AKA Lewis Carroll
546#Francois Rabelais
547#B. M. Bower
548#William Hickling Prescott
549#Lafcadio Hearn
550#Robert Herrick
551#Mark Twain
552#Mary Roberts Rinehart
553#Charles Babbage
554#Frank L. Packard
555#George Meredith
556#John Tyndall
557#Charles Darwin
558#Nicolo Machiavelli
559#Theophile Gautier
560#Noah Brooks
561#James Thomson
562#J. M. Synge
563#Virginia Woolf
564#Conrad Aiken
565#Helen Cody Wetmore
566#Gene Stratton Porter
567#Ayn Rand
568#Thomas Malory
569#Alexandre Dumas, Pere
570#Charlotte Bronte
571#Edith Wharton
572#Lytton Strachey
573#Myrtle Reed
574#Robert Nemiroff
575#H. L. Mencken
576#H. Stanley Redgrove
577#Edna Lyall
578#John Masefield
579#Robert Burns
580#Andrew Lang.
581#Edgar Lee Masters
582#Ellis Parker Butler
583#Kenneth Grahame
584#James J. Davis
585#Owen Wister
586#B.M. Bower
587#G. K. Chesterton
588#William Blades
589#Hall Caine
590#Max Beerbohm
591#John Bunyan
592#Lord Dunsany [Dunsany, Edward John Moreton Drax Plunkett, Baron]
593#Bret Harte
594#Thomas Henry Huxley
595#A. B. Paterson
596#John N. Reynolds
597#Sun Tzu
598#Walt Whitman
599#William H. Prescott
600#Arthur Ransome
601#"Elizabeth", AKA Marie Annette Beauchamp
602#Harold Frederic
603#Helen Bannerman
604#Robert F. Murray
605#Jerome Klapka, AKA Jerome K. Jerome
606#Francis Thompson
607#Sydney Waterlow
608#Oscar Wilde
609#Mary Wollstonecraft
610#Benjamin Cardozo
611#Karl Marx
612#Edouard le Roy
613#Margaret Hill McCarter
614#Donald Mackenzie Wallace
615#Lucy Maud Montgomery
616#Frank T. Bullen
617#Alfred Tennyson
618#Charles Reade
619#Louise de la Ramee (AKA Ouida)
620#Washington Irving
621#Sir Walter Scott
622#Rene Doumic
623#Arthur Hugh Clough
624#Andrew Lang
625#Edward Bulwer Lytton
626#C. F. [Constantin Francois de] Volney
627#Leo Tolstoy
628#United States.  Central Intelligence Agency
629#Christopher Morley
630#Alexander Hamilton, John Jay, and James Madison
631#Percival Lowell
632#Thomas Holmes
633#Charles Dickens and Wilkie Collins
634#Maria Edgeworth
635#Katherine Mansfield
636#E. Nesbit
637#Olive Schreiner
638#Jerome Lobo
639#(AKA Ralph Iron) Olive Schreiner
640#O. Henry
641#Donald Ogden Stewart
642#Eleanor H. Porter
643#Rafael Sabatini
644#T. S. Eliot
645#George Gissing
646#Thomas Babington Macaulay
647#Saki
648#Benjamin Franklin
649#Thomas Hughes
650#Vicente Blasco Ibanez
651#Elbridge S. Brooks
652#Edward Everett Hale
653#Chester K. Steele
654#Plato
655#William Shakespeare [Craig, Oxford edition]
656#Ruth M. Sprague
657#William Dean Howells
658#Martin Luther
659#Wilkie Collins
660#Maurice LeBlanc
661#James Boswell
662#Edward George Bulwer-Lytton
663#William Osler
664#Jean Webster
665#E. S. Brooks
666#Eden Phillpotts
667#Robert Williams Wood
668#Hans Christian Andersen
669#James M. Barrie
670#Kate Chopin
671#Edna Ferber
672#Robert Louis Stevenson and Lloyde Osbourne
673#James Stephens
674#Alexandre Dumas, fils
675#Hilda Conkling
676#J. Storer Clouston
677#Julian Hawthorne
678#Mary Eleanor Wilkins Freeman
679#Mark E. Laxer
680#Richard Harding Davis
681#Louisa May Alcott
682#Charles Whibley
683#Thomas Dixon
684#Frank Norris
685#Emile Gaboriau
686#United States. Central Intelligence Agency.
687#Herbert Darling Foster
688#John Farrar
689#Lucius Apuleius
690#Samuel D. Humphrey
691#(may be spurious) Plato
692#An Imitator of Plato
693#Burbank L. Todd
694#Henry H. Snelling
695#Gaston Leroux
696#Margaret Sanger
697#William Morris
698#Mary Johnston
699#Elizabeth Cleghorn Gaskell
700#By Kate Douglas Wiggin
701#E. W. Hornung
702#Henry Smith Williams
703#Susanna Rowson
704#Nathaniel Wright Stephenson
705#Mary E. Wilkins Freeman
706#G.K. Chesterton
707#Homer
708#Anton Chekhov
709#Justus Friedrich Karl Hecker
710#John Milton
711#Natalie Sumner Lincoln
712#Anton Checkov
713#Thomas Bailey Aldrich
714#Mary Esther Miller MacGregor, AKA Marion Keith
715#Alexander Hamilton
716#United States Central Intelligence Agency
717#Earl Derr Biggers
718#Helen Nicolay
719#Ruth Ogden
720#Thornton W. Burgess
721#Elizabeth Gaskell
722#Mary Murdoch Mason
723#Augusta Groner
724#Grace Isabel Colbron and Augusta Groner
725#Grace Isabel Colbron, and Augusta Groner
726#John Lawson
727#Emma Wolf
728#Theodore Dreiser
729#John Charles McNeill
730#Owen Meredith
731#L. Adams Beck
732#Rudyard Kipling
733#Alphonse Daudet
734#Henry Cabot Lodge, and Theodore Roosevelt
735#Anthony Trollope
736#A. A. Milne
737#Elia W. Peattie
738#(AKA Elia Wilkinson) Elia W. Peattie
739#J. Fitzgerald Molloy
740#Alexander Whyte
741#J. Henri Fabre
742#E. R. Punshon
743#Ida Pfeiffer
744#Stanley Weyman
745#Henry W. Longfellow
746#Dorothy Kilner
747#Sarah Fielding
748#Samuel Butler
749#B.M. Sinclair, AKA B.M. Bower
750#B.M. Sinclair, AKA B. M. Bower
751#A.C. Seward and Others
752#Harold MacGrath
753#Jerome K. Jerome
754#Nathaniel Hawthorne
755#Richard Brinsley Sheridan
756#Anatole France
757#William Makepeace Thackeray
758#William Blake
759#Johann Wolfgang Von Goethe
760#Carl von Clausewitz
761#Gildas
762#Charlotte Perkins Gilman
763#Melvin L. Severy
764#Johann Wolfgang von Goethe
765#E. H. Chapin
766#Nennius
767#Aristotle
768#Jean Baptiste Racine
769#Ellen Robena Field
770#Mitzi Perdue
771#Andy Adams
772#Gideon Wurdz
773#Friedrich Nietzsche
774#Aldous Huxley
775#Project Gutenberg
776#Browning, Elizabeth Barrett
777#(AKA Clive Hamilton) C. S. Lewis
778#George W. Sands
779#Edwin A. Abbot
780#Freeman Wills Crofts
781#Marie Belloc Lowndes
782#United States.  Central Intelligence Agency.
783#Frederick Douglass
784#August Niemann
785#Jean-Baptiste Poquelin Moliere
786#John Breckinridge Ellis
787#Leonard W. King
788#Eleanor Farjeon
789#Samuel White Baker
790#Thomas De Quincey
791#Henry Adams
792#Chauncey M. Depew
793#William Hazlitt
794#A. O. Brownson
795#Richard Henry Dana
796#George Smith
797#John Fox
798#William Beckford
799#John Dryden
800#Ferdinand Ossendowski
801#Joseph C. Lincoln
802#Theophilus G. Pinches
803#Robert Service
804#Herbert A. Giles
805#Etienne Leon Lamothe-Langon
806#Samuel Adams
807#William Wells Brown
808#William Smith
809#J. E. Hutton
810#Aesop
811#Fa-Hsien
812#Bernardin de Saint Pierre
813#Andrew Barton 'Banjo' Paterson
814#Thomas More
815#Herodotus
816#Louise Muhlbach
817#Gilbert Keith Chesterton
818#Algernon Charles Swinburne
819#A. J. O'Reilly
820#Lew Wallace
821#Frank Frankfort Moore
822#Herbert Allen Giles
823#Susan Fenimore Cooper
824#Lao-Tze
825#Tobias Smollett
826#Thomas Burke
827#Emma Goldman
828#David Herbert Lawrence
829#Maynard Barbour
830#Edmund Burke
831#Joshua Reynolds
832#G. Harvey Ralphson
833#John Galsworthy
834#George Sand
835#Pierre Loti
836#Fyodor Dostoyevsky
837#Giambattista Basile
838#Peter Mark Roget
839#W. Somerset Maugham
840#John Webster
841#Edward P. Roe
842#Sir Walter Raleigh
843#James Hogg
844#Virgil
845#E. Philips Oppenheim
846#Maxim Gorky
847#Henrik Ibsen
848#Lucy Larcom
849#R. S. Ball
850#Adelaide Anne Procter
851#Joel Chandler Harris
852#Richard Jefferies
853#(His Son) Captain Robert E. Lee
854#David Magie Cory
855#George Rawlinson
856#Giuseppe Salza
857#Dinah Maria Mulock Craik
858#Christopher Evans
859#Alice Freeman Palmer
860#Florence Converse
861#Madame de La Fayette
862#Willa Cather
863#Anna Katherine Green
864#Oliver Wendell Holmes, Jr.
865#Charlotte M. Braeme
866#Booker T. Washington
867#Sylvester Mowry
868#Gail Hamilton
869#Margaret Deland
870#Albert Payson Terhune
871#Padraic Colum
872#Helen Keller
873#Walter Pater
874#Robert Harris
875#Richard F. Burton
876#Chretien de Troyes
877#Valentine Williams
878#Thomas Wentworth Higginson
879#Hesther Lynch Piozzi
880#Jeffrey Farnol
881#Alexander Pope
882#George Borrow
883#Frances Bacon
884#Margaret Pollock Sherwood
885#Edmund G. Ross
886#William Alexander Linn
887#Voltaire
888#Arthur B. Reeve
889#Hugh Latimer
890#Omar Khayyam
891#B. Perez Galdos
892#Robert Hichens
893#Prosper Merimee
894#Ivan S. Turgenev
895#Victor Cherbuliez
896#(AKA David Grayson) Ray Stannard Baker
897#Plutarch
898#Margaret E. Sangster
899#John Keats
900#Maurice Baring
901#Mary Russell Mitford
902#Michael Hart
903#Herman Hesse
904#Rabindranath Tagore
905#Katharine Berry Judson
906#Hubert Howe Bancroft
907#Charlotte M. Yonge
908#William D. Howells
909#J. F. Bone
910#United States
911#Basil Hall Chamberlain
912#W. M. Thackeray
913#Mrs. E. Prentiss
914#Alexander K. McClure
915#Library of Congress Copyright Office
916#Charles Johnston
917#J.W. von Goethe
918#Amelia Gere Mason
919#Bertrand Russell
920#Coalition for Networked Information
921#Alfred Russell Wallace
922#Moliere
923#Edmund Gosse
924#Pierre Corneille
925#Clarence Edward Mulford
926#Dan Scavelle
927#Mrs.(Margaret) Oliphant
928#Fyodor Dostoevsky
929#Aristophanes
930#Baron Etienne Leon Lamothe-Langon
931#H. Wilfrid Walker
932#E.C. (Edmund Clerihew) Bentley
933#Geoffrey Chaucer
934#Hippolyte A. Taine
935#Adam Lindsay Gordon
936#Pedro Calderon de la Barca
937#John Philip Sousa
938#Robert W. Service
939#The Brothers Grimm
940#Hiram Corson
941#J. M. Judy
942#E. M. Forster
943#William T. Sherman
944#John Kendrick Bangs
945#Rupert Brooke
946#Joyce Kilmer
947#Alfred Joyce Kilmer
948#Eugene Wood
949#John Arbuthnot
950#Richard Steele
951#William Makepeace Thackeray (AKA "Michael Angelo Titmarch")
952#George Otto Trevelyan
953#General Philip Henry Sheridan
954#Abraham Lincoln
955#John Gower
956#John Pinkerton
957#Gotthold Ephraim Lessing
958#Oliver Wendell Holmes (Sr.)
959#Oliver Wendell Holmes, Sr.
960#Oliver Goldsmith
961#Baron Trenck
962#Eugene Field
963#Marcus Aurelius
964#Edgar Wallace
965#Annie Roe Carr
966#Eleanor Atkinson
967#Anna Sewell
968#Gary Mann
969#Harold Howland
970#Grace S. Richmond
971#William Kirby
972#H. Rider Haggard and Andrew Lang
973#The National Atomic Museum
974#Margaret Sidney
975#Ford Madox Ford
976#Clara Louise Burnham
977#White Sands Missile Range Public Affairs Office
978#Baroness Emmuska Orczy
979#Margaret Penrose
980#United States Army
981#Joseph Addison
982#Alfred Ollivant
983#Irving Bacheller
984#James Harrington
985#G. A. Henty
986#Marcus Tullius Cicero
987#George Washington Plunkitt
988#Tommaso Campanella
989#James Joyce
990#Marshall Saunders
991#Friedrich de la Motte Fouque
992#Friedrich de La Motte-Fouque
993#Fredrich de la Motte-Fouque
994#Oscar D. Skelton
995#Nathaniel W. Stephenson
996#Flavius Josephus
997#C. J. Cutcliffe Hyne
998#A. Conan Doyle
999#Henryk Sienkiewicz
1000#Philip Nichols
1001#Melville Davisson Post
1002#William Harrison Ainsworth
1003#Fergus Hume
1004#Amelia E. Barr
1005#E. A. Allen
1006#John Lydgate
1007#Robert Browning
1008#F.W. Moorman
1009#Walter Lynwood Fleming
1010#United States Bureau of the Census
1011#J. Stark Munro
1012#Holland Thompson
1013#Horatio Alger
1014#Johan Bojer
1015#Ralph Waldo Emerson
1016#Octave Thanet
1017#May Agnes Fleming
1018#Jacques Casanova de Seingalt
1019#Horatio Alger Jr.
1020#Albert Bigelow Paine
1021#W. B. M. Ferguson
1022#Hjalmar Hjorth Boysen
1023#Francis Pretty
1024#Henry Festing Jones
1025#Tacitus
1026#W. S. Gilbert
1027#Thomas Jefferson
1028#Janis Ian
1029#Allen Johnson
1030#Willis George Emerson
1031#Frederic Austin Ogg
1032#Dorothy Richardson
1033#Michael Husted
1034#Robert Frost
1035#John Fox Jr.
1036#Lucretia P. Hale
1037#Max Farrand
1038#Emerson Hough
1039#Jesse Macy
1040#John Moody
1041#Burton J. Hendrick
1042#Samuel P. Orth
1043#Henry Jones Ford
1044#William R. Shepherd
1045#Sydney G. Fisher
1046#William N. Harben
1047#Ellsworth Huntington
1048#John McElroy
1049#Constance Lindsay Skinner
1050#Walter de la Mare
1051#John Reed
1052#Guy de Maupassant
1053#George M. Wrong
1054#Carl Becker
1055#Archer B. Hulbert
1056#Ralph D. Paine
1057#Sophocles
1058#Charles Dudley Warner
1059#Stephen Vincent Benet
1060#J. Frank Dobie
1061#Joseph Butler
1062#H. R. Haggard
1063#Rudolph Erich Raspe
1064#Carl Russell Fish
1065#Tom Taylor
1066#Margaret Pedler
1067#Homer, translated by Alexander Pope
1068#John Burroughs
1069#Joseph Rodman Drake
1070#Charlotte Perkins Stetson Gilman
1071#Thomas Hobbes
1072#Katharine Pyle
1073#Joseph Crosby Lincoln
1074#Ralph Connor
1075#Oliver Wendell Holmes, Sr. (The Physician and Poet not the Jurist)
1076#Robert Stead
1077#Harold Bell Wright
1078#Ann Radcliffe
1079#John Hanning Speke
1080#Sir Arthur Conan Doyle
1081#Edward S. Corwin
1082#Raphael Sabatini
1083#Emma Lazarus
1084#Saint Augustine
1085#Michael Earls
1086#John Hargrave
1087#Albert Ernest Jenks
1088#Inez Haynes Irwin
1089#Charles Warren Stoddard
1090#Will Irwin
1091#Vivia Hemphill
1092#Joseph Moore
1093#Philip Gibbs
1094#Joseph Addison and Richard Steele
1095#Thomas Nelson Page
1096#Leroy Scott
1097#Mrs. Henry Wood
1098#Ottilie A. Liljencrantz
1099#Thomas Bulfinch
1100#Walter Biggs
1101#Theodore Roosevelt
1102#Edward Hayes
1103#Eugene Sue
1104#Rebecca Harding Davis
1105#The Earl of Chesterfield
1106#[AKA Ohiyesa], Charles A. Eastman
1107#Zitkala-Sa
1108#Brendan P. Kehoe
1109#Marie L. McLaughlin
1110#Bliss Perry
1111#F. Hopkinson Smith
1112#Marcus Clarke
1113#William Ewart Gladstone
1114#E. L. Voynich
1115#Ouida [Louise de la Ramee]
1116#Hugh Walpole
1117#Elizabeth Rebecca Ward, AKA Fay Inchfawn
1118#E. Pauline Johnson
